total polygons,608
1985,"[1156.0, 3817.0, 9, 'r']"
1986,"[1297, 3934, 15, 'e']"
1987,"[1155.0, 3818.0, 10, 'r']"
1988,"[1213, 4540, 19, 'e']"
1991,"[1155.0, 3817.0, 9, 'r']"
1992,"[1569.0, 5700.0, 17, 'r']"
1996,"[1567.0, 5701.0, 16, 'r']"
1998,"[1810, 5105, 15, 'e']"
1999,"[1556.0, 5701.0, 14, 'r']"
2004,"[1706.0, 4897.0, 20, 'r']"
2006,"[1122.0, 4006.0, 39, 'r']"
2013,"[1583, 4676, 10, 'e']"
2014,"[1855, 4810, 14, 'e']"
2015,"[1586, 4671, 10, 'e']"
2018,"[1697.0, 4924.0, 23, 'r']"
2019,"[1218.0, 4542.0, 29, 'r']"
2020,"[1851.0, 4810.0, 13, 'r']"
2029,"[1450.0, 4551.0, 9, 'r']"
2030,"[1457.0, 4549.0, 9, 'r']"
2034,"[1564.0, 5701.0, 14, 'r']"
2039,"[10248, 2631, 12, 'e']"
2042,"[10196.0, 2761.0, 11, 'r']"
process time,793.7018001079559
