total polygons,890
1534,"[2388.0, 4467.0, 17, 'r']"
1535,"[2693, 4142, 11, 'e']"
1536,"[2523.0, 4380.0, 6, 'r']"
1538,"[2614.0, 4347.0, 6, 'r']"
1539,"[2835.0, 4526.0, 19, 'r']"
1541,"[2503.0, 4429.0, 6, 'r']"
1542,"[2962.0, 4168.0, 14, 'r']"
1543,"[3120, 4129, 9, 'e']"
1544,"[2392.0, 4471.0, 5, 'r']"
1545,"[2616.0, 4310.0, 7, 'r']"
1547,"[2652, 4256, 6, 'e']"
1549,"[2486, 4284, 31, 'e']"
1550,"[3063, 4145, 9, 'e']"
1552,"[2426.0, 4453.0, 7, 'r']"
1554,"[2689.0, 4180.0, 5, 'r']"
1560,"[2653.0, 4255.0, 7, 'r']"
1561,"[2720.0, 4479.0, 21, 'r']"
1562,"[3047.0, 4148.0, 9, 'r']"
1563,"[2411.0, 4462.0, 18, 'r']"
1564,"[2507.0, 4424.0, 6, 'r']"
1565,"[2588.0, 4384.0, 7, 'r']"
1566,"[2917, 4335, 19, 'e']"
1567,"[2969.0, 4172.0, 15, 'r']"
1568,"[2400.0, 4460.0, 21, 'r']"
1569,"[2535.0, 4369.0, 6, 'r']"
1570,"[2537.0, 4344.0, 5, 'r']"
1571,"[2650.0, 4258.0, 5, 'r']"
1572,"[2686.0, 4437.0, 5, 'r']"
1573,"[2690.0, 4180.0, 6, 'r']"
1576,"[2646.0, 4272.0, 5, 'r']"
1578,"[2730.0, 4416.0, 6, 'r']"
1580,"[2574.0, 4401.0, 5, 'r']"
1582,"[3831.0, 1522.0, 17, 'r']"
1583,"[3826, 1534, 18, 'e']"
1584,"[3904.0, 1506.0, 16, 'r']"
1585,"[3717, 1763, 23, 'e']"
1590,"[4485.0, 1584.0, 17, 'r']"
1591,"[3705.0, 1380.0, 22, 'r']"
1592,"[3788, 1497, 14, 'e']"
1597,"[4653, 1962, 16, 'e']"
1599,"[4318, 1452, 13, 'e']"
1600,"[3733, 1359, 25, 'e']"
1602,"[4480.0, 1382.0, 14, 'r']"
1603,"[3764.0, 1656.0, 14, 'r']"
1604,"[4549.0, 1412.0, 17, 'r']"
1605,"[4809, 1483, 9, 'e']"
1607,"[4653.0, 1960.0, 13, 'r']"
1619,"[4700.0, 1416.0, 14, 'r']"
1622,"[5274, 1790, 26, 'e']"
1623,"[5306, 1756, 11, 'e']"
1624,"[4268, 1534, 24, 'e']"
1625,"[4306.0, 1754.0, 16, 'r']"
1626,"[4334, 1384, 22, 'e']"
1628,"[3903.0, 1505.0, 14, 'r']"
1635,"[5232, 2612, 10, 'e']"
1636,"[4342.0, 1471.0, 14, 'r']"
1637,"[4335.0, 1486.0, 16, 'r']"
1643,"[3908.0, 1530.0, 28, 'r']"
1647,"[4743, 1423, 25, 'e']"
1648,"[5064, 1754, 21, 'r']"
1649,"[4654.0, 1959.0, 14, 'r']"
1650,"[4672.0, 2120.0, 17, 'r']"
1651,"[4692.0, 2211.0, 18, 'r']"
1653,"[4340, 1494, 15, 'e']"
1655,"[3707.0, 1381.0, 19, 'r']"
1657,"[3787.0, 1495.0, 14, 'r']"
1658,"[3830.0, 1528.0, 18, 'r']"
1659,"[3764, 1659, 15, 'e']"
1661,"[4526, 1373, 15, 'e']"
1662,"[4547.0, 1407.0, 14, 'r']"
1664,"[4332, 1535, 23, 'e']"
1665,"[4361.0, 1586.0, 19, 'r']"
1670,"[2816.0, 1771.0, 21, 'r']"
1671,"[2890.0, 1688.0, 6, 'r']"
1672,"[2931.0, 1704.0, 7, 'r']"
1673,"[2899.0, 1713.0, 7, 'r']"
1675,"[2849.0, 1687.0, 5, 'r']"
1677,"[2741.0, 1764.0, 23, 'r']"
1678,"[2887.0, 1701.0, 7, 'r']"
1679,"[2928.0, 1666.0, 5, 'r']"
1680,"[2849.0, 1553.0, 15, 'r']"
1681,"[2851.0, 1553.0, 19, 'r']"
1683,"[2852.0, 1554.0, 10, 'r']"
1684,"[2945.0, 1692.0, 6, 'r']"
1685,"[2764.0, 1641.0, 5, 'r']"
1686,"[2955.0, 1747.0, 5, 'r']"
1687,"[2900.0, 1690.0, 5, 'r']"
1688,"[2926.0, 1703.0, 6, 'r']"
1689,"[2891.0, 1727.0, 8, 'r']"
1690,"[2949.0, 1735.0, 5, 'r']"
1691,"[2814.0, 1647.0, 6, 'r']"
1693,"[2854.0, 1691.0, 6, 'r']"
1695,"[2927.0, 1693.0, 7, 'r']"
1696,"[2812, 1605, 6, 'e']"
1697,"[2943.0, 1730.0, 6, 'r']"
1698,"[2798.0, 1697.0, 5, 'r']"
1699,"[2889.0, 1721.0, 5, 'r']"
1700,"[2829.0, 1761.0, 30, 'r']"
1701,"[2837.0, 1771.0, 31, 'r']"
1702,"[2914.0, 1701.0, 9, 'r']"
1703,"[2806.0, 1606.0, 7, 'r']"
1704,"[2943.0, 1723.0, 5, 'r']"
1705,"[2798.0, 1656.0, 5, 'r']"
1706,"[2843.0, 1770.0, 27, 'r']"
1707,"[2915.0, 1693.0, 19, 'r']"
1709,"[2850.0, 1552.0, 11, 'r']"
1710,"[2905.0, 1701.0, 5, 'r']"
1711,"[2852.0, 1552.0, 9, 'r']"
1712,"[2931.0, 1703.0, 8, 'r']"
1713,"[2855.0, 1555.0, 17, 'r']"
1714,"[2812.0, 1617.0, 36, 'r']"
1715,"[2790.0, 1654.0, 5, 'r']"
1716,"[2746.0, 1750.0, 5, 'r']"
1717,"[2935.0, 1707.0, 5, 'r']"
1718,"[2915.0, 1719.0, 5, 'r']"
1719,"[2791.0, 1647.0, 5, 'r']"
1721,"[2851.0, 1691.0, 6, 'r']"
1722,"[2741.0, 1763.0, 15, 'r']"
1723,"[2887.0, 1699.0, 5, 'r']"
1724,"[2929.0, 1712.0, 5, 'r']"
1725,"[2902.0, 1717.0, 5, 'r']"
1726,"[2781.0, 1634.0, 5, 'r']"
1727,"[2893.0, 1741.0, 5, 'r']"
1728,"[2797.0, 1696.0, 5, 'r']"
1729,"[2861.0, 1673.0, 5, 'r']"
1732,"[2888.0, 4155.0, 16, 'r']"
1733,"[2772, 4142, 6, 'e']"
1734,"[2820.0, 3958.0, 5, 'r']"
1735,"[2831.0, 3973.0, 7, 'r']"
1736,"[2846.0, 4162.0, 5, 'r']"
1737,"[2763.0, 4067.0, 6, 'r']"
1738,"[2812.0, 3976.0, 5, 'r']"
1739,"[2817.0, 3963.0, 22, 'r']"
1740,"[2821.0, 3918.0, 45, 'r']"
1742,"[2893.0, 4155.0, 26, 'r']"
1743,"[2726.0, 4160.0, 5, 'r']"
1745,"[2815, 3975, 8, 'e']"
1746,"[2818.0, 3958.0, 6, 'r']"
1747,"[2821.0, 3958.0, 8, 'r']"
1748,"[2831.0, 4184.0, 9, 'r']"
1749,"[2839.0, 3966.0, 5, 'r']"
1750,"[2769.0, 4070.0, 11, 'r']"
1751,"[2781.0, 4051.0, 7, 'r']"
1752,"[2831.0, 3952.0, 5, 'r']"
1753,"[2839.0, 3963.0, 7, 'r']"
1754,"[2843.0, 3933.0, 7, 'r']"
1756,"[2770.0, 4076.0, 6, 'r']"
1757,"[2812.0, 3976.0, 5, 'r']"
1758,"[2817.0, 3978.0, 5, 'r']"
1759,"[2901.0, 4185.0, 11, 'r']"
1762,"[2836.0, 3968.0, 12, 'r']"
1763,"[2900.0, 4153.0, 5, 'r']"
1765,"[2816.0, 3978.0, 5, 'r']"
1766,"[2822.0, 3968.0, 5, 'r']"
1767,"[2725.0, 4201.0, 8, 'r']"
1768,"[2898.0, 4191.0, 6, 'r']"
1769,"[2849.0, 3938.0, 7, 'r']"
1770,"[2731.0, 4159.0, 6, 'r']"
1772,"[2733.0, 4158.0, 5, 'r']"
1773,"[2820.0, 3918.0, 32, 'r']"
1774,"[2828.0, 3964.0, 9, 'r']"
1776,"[1450, 3874, 13, 'e']"
1777,"[963.0, 3866.0, 15, 'r']"
1782,"[1554.0, 1150.0, 11, 'r']"
1783,"[1559, 1160, 12, 'e']"
1785,"[1752.0, 1440.0, 14, 'r']"
1786,"[2145.0, 1513.0, 10, 'r']"
1789,"[1980, 1344, 11, 'e']"
1790,"[1549.0, 1144.0, 19, 'r']"
1801,"[1561, 1164, 12, 'e']"
1803,"[1750.0, 1439.0, 12, 'r']"
1804,"[2340, 1516, 7, 'e']"
1805,"[1522.0, 1535.0, 12, 'r']"
1806,"[1979.0, 1296.0, 14, 'r']"
1809,"[1552.0, 1155.0, 12, 'r']"
1811,"[2310, 1519, 13, 'e']"
1812,"[2267.0, 981.0, 16, 'r']"
1814,"[2380.0, 1493.0, 13, 'r']"
1817,"[2343, 1021, 13, 'e']"
1818,"[1549.0, 1161.0, 13, 'r']"
1821,"[2364.0, 1024.0, 7, 'r']"
1822,"[1551.0, 1159.0, 10, 'r']"
1824,"[2099, 1253, 13, 'e']"
1825,"[1649.0, 1094.0, 6, 'r']"
1827,"[2223, 815, 18, 'e']"
1828,"[2142.0, 1512.0, 10, 'r']"
1830,"[2513.0, 795.0, 4, 'r']"
1831,"[2371.0, 1509.0, 15, 'r']"
1837,"[1396, 1227, 15, 'e']"
1838,"[1392, 1307, 8, 'e']"
1840,"[1810.0, 1509.0, 15, 'r']"
1844,"[1392.0, 1304.0, 11, 'r']"
1845,"[2511, 806, 14, 'e']"
1846,"[1971, 1293, 13, 'e']"
1847,"[1538, 1116, 6, 'e']"
1849,"[1657, 1463, 21, 'e']"
1851,"[1558, 1162, 23, 'e']"
1853,"[2504.0, 803.0, 13, 'r']"
1855,"[1532, 1877, 14, 'e']"
1856,"[1783, 1635, 12, 'e']"
1857,"[2307, 1521, 21, 'e']"
1858,"[1560.0, 1161.0, 13, 'r']"
1859,"[1847.0, 1778.0, 10, 'r']"
1860,"[2054, 945, 15, 'e']"
1862,"[1554.0, 1151.0, 16, 'r']"
1866,"[2210.0, 1319.0, 12, 'r']"
1869,"[1341.0, 1811.0, 44, 'r']"
1871,"[1127.0, 1666.0, 5, 'r']"
1872,"[1363, 1762, 17, 'e']"
1873,"[1343.0, 1808.0, 15, 'r']"
1874,"[1297.0, 1456.0, 14, 'r']"
1875,"[1345.0, 1462.0, 5, 'r']"
1877,"[1120.0, 1679.0, 7, 'r']"
1883,"[1280.0, 1464.0, 5, 'r']"
1884,"[1091.0, 1597.0, 8, 'r']"
1887,"[390.0, 2525.0, 10, 'r']"
1888,"[392, 2525, 16, 'e']"
1889,"[391.0, 2526.0, 17, 'r']"
1895,"[977.0, 1802.0, 15, 'r']"
1897,"[769, 2054, 11, 'e']"
1899,"[769.0, 2055.0, 9, 'r']"
1902,"[884.0, 1809.0, 12, 'r']"
1905,"[388.0, 2525.0, 9, 'r']"
1906,"[991.0, 2067.0, 12, 'r']"
1907,"[993.0, 2069.0, 12, 'r']"
1908,"[174.0, 2135.0, 13, 'r']"
1911,"[359.0, 1804.0, 9, 'r']"
1915,"[756, 2043, 10, 'e']"
1916,"[770, 2053, 14, 'e']"
1917,"[442, 2416, 11, 'e']"
1923,"[841, 2083, 10, 'e']"
1925,"[980, 1801, 15, 'e']"
1926,"[756.0, 2044.0, 9, 'r']"
1934,"[1045.0, 3801.0, 17, 'r']"
1935,"[623.0, 2748.0, 13, 'r']"
1936,"[1042.0, 3802.0, 21, 'r']"
1938,"[816.0, 2791.0, 10, 'r']"
1939,"[1196.0, 3030.0, 24, 'r']"
1941,"[1195.0, 3028.0, 35, 'r']"
1942,"[1150.0, 3308.0, 18, 'r']"
1947,"[1195.0, 3026.0, 18, 'r']"
1948,"[1254.0, 3668.0, 9, 'r']"
1949,"[643, 2844, 18, 'e']"
1950,"[1260, 3680, 6, 'e']"
1951,"[1040.0, 3801.0, 13, 'r']"
1954,"[1040.0, 3802.0, 14, 'r']"
1955,"[977.0, 3033.0, 11, 'r']"
1956,"[1207.0, 3052.0, 5, 'r']"
1957,"[1239, 3207, 12, 'e']"
1958,"[832.0, 2905.0, 10, 'r']"
1959,"[998.0, 2823.0, 11, 'r']"
1960,"[1211.0, 3697.0, 17, 'r']"
1962,"[1056.0, 3116.0, 11, 'r']"
1963,"[989, 3829, 16, 'e']"
1964,"[1221.0, 3362.0, 7, 'r']"
1966,"[642, 2848, 22, 'e']"
1967,"[1226.0, 3359.0, 7, 'r']"
1969,"[1190, 3454, 18, 'e']"
1975,"[874.0, 2713.0, 9, 'r']"
1976,"[1268.0, 3031.0, 27, 'r']"
1977,"[1132.0, 3374.0, 14, 'r']"
1978,"[1060, 3110, 12, 'e']"
1981,"[550.0, 2955.0, 25, 'r']"
1982,"[550.0, 2953.0, 12, 'r']"
1984,"[1207, 3541, 13, 'e']"
1985,"[770.0, 2545.0, 9, 'r']"
1986,"[864.0, 2622.0, 15, 'r']"
1987,"[770.0, 2546.0, 10, 'r']"
1988,"[807.0, 3027.0, 19, 'r']"
1991,"[770.0, 2545.0, 9, 'r']"
1992,"[1046.0, 3801.0, 17, 'r']"
1994,"[811.0, 3029.0, 58, 'r']"
1995,"[550.0, 2947.0, 6, 'r']"
1996,"[1045.0, 3801.0, 16, 'r']"
1998,"[1206.0, 3403.0, 15, 'r']"
1999,"[1037.0, 3801.0, 14, 'r']"
2002,"[533.0, 2981.0, 20, 'r']"
2004,"[1138, 3266, 20, 'e']"
2006,"[748.0, 2672.0, 39, 'r']"
2008,"[1169, 3030, 30, 'r']"
2009,"[1219, 3350, 7, 'e']"
2011,"[1386, 3765, 35, 'e']"
2013,"[1055.0, 3117.0, 10, 'r']"
2014,"[1236.0, 3207.0, 14, 'r']"
2015,"[1057.0, 3114.0, 10, 'r']"
2018,"[1131.0, 3283.0, 23, 'r']"
2019,"[812.0, 3028.0, 29, 'r']"
2020,"[1234.0, 3207.0, 13, 'r']"
2021,"[838.0, 2906.0, 38, 'r']"
2029,"[967.0, 3035.0, 9, 'r']"
2030,"[971.0, 3033.0, 9, 'r']"
2031,"[1135, 3280, 18, 'e']"
2034,"[1043.0, 3801.0, 14, 'r']"
2038,"[6824.0, 1739.0, 5, 'r']"
2039,"[6831.0, 1754.0, 12, 'r']"
2041,"[6815, 1788, 26, 'e']"
2042,"[6797.0, 1842.0, 11, 'r']"
2043,"[6822.0, 1778.0, 15, 'r']"
2046,"[6780.0, 1841.0, 21, 'r']"
process time,303.94205594062805
