total polygons,1219
1139,"[3363.0, 3812.0, 6, 'r']"
1140,"[3345.0, 3812.0, 11, 'r']"
1141,"[2615.0, 3661.0, 6, 'r']"
1142,"[2653.0, 3668.0, 8, 'r']"
1143,"[2694.0, 3705.0, 5, 'r']"
1145,"[3343.0, 3803.0, 14, 'r']"
1146,"[2731.0, 3702.0, 5, 'r']"
1147,"[2795.0, 3697.0, 7, 'r']"
1148,"[3313, 3813, 15, 'e']"
1149,"[3283.0, 3868.0, 9, 'r']"
1151,"[3298.0, 3869.0, 5, 'r']"
1158,"[3365, 3828, 8, 'e']"
1159,"[3364.0, 3815.0, 11, 'r']"
1161,"[3365.0, 3817.0, 12, 'r']"
1162,"[3365.0, 3818.0, 11, 'r']"
1163,"[3364.0, 3818.0, 6, 'r']"
1164,"[3365.0, 3818.0, 8, 'r']"
1165,"[3364.0, 3817.0, 5, 'r']"
1166,"[3365.0, 3817.0, 6, 'r']"
1167,"[3364.0, 3817.0, 4, 'r']"
1168,"[3357, 3828, 19, 'e']"
1169,"[3365.0, 3813.0, 8, 'r']"
1170,"[3351, 3812, 12, 'e']"
1171,"[3345.0, 3814.0, 13, 'r']"
1172,"[3345.0, 3811.0, 12, 'r']"
1173,"[3379.0, 3826.0, 13, 'r']"
1175,"[2726.0, 3702.0, 5, 'r']"
1176,"[2728.0, 3701.0, 10, 'r']"
1177,"[2794.0, 3694.0, 9, 'r']"
1178,"[2985.0, 3732.0, 7, 'r']"
1179,"[3117.0, 3740.0, 8, 'r']"
1180,"[3227.0, 3778.0, 7, 'r']"
1189,"[2980.0, 3740.0, 15, 'r']"
1190,"[3322, 3809, 37, 'e']"
1191,"[3321.0, 3808.0, 6, 'r']"
1192,"[3319.0, 3808.0, 22, 'r']"
1193,"[3343.0, 3804.0, 6, 'r']"
1194,"[3343.0, 3803.0, 8, 'r']"
1196,"[2571.0, 3617.0, 9, 'r']"
1197,"[3345, 3813, 11, 'e']"
1198,"[2703.0, 3706.0, 6, 'r']"
1199,"[2720.0, 3722.0, 5, 'r']"
1200,"[2729.0, 3702.0, 6, 'r']"
1201,"[2725.0, 3702.0, 5, 'r']"
1204,"[2782.0, 3711.0, 6, 'r']"
1205,"[2924.0, 3722.0, 11, 'r']"
1207,"[3126.0, 3745.0, 5, 'r']"
1208,"[3169.0, 3768.0, 5, 'r']"
1209,"[3169, 3767, 18, 'e']"
1210,"[3190.0, 3769.0, 10, 'r']"
1211,"[3191.0, 3766.0, 12, 'r']"
1212,"[3298.0, 3762.0, 6, 'r']"
1214,"[3272.0, 3841.0, 21, 'r']"
1216,"[3283.0, 3828.0, 7, 'r']"
1217,"[3283.0, 3829.0, 8, 'r']"
1223,"[3370.0, 3830.0, 10, 'r']"
1224,"[3364.0, 3811.0, 18, 'r']"
1225,"[3370.0, 3815.0, 12, 'r']"
1226,"[3371.0, 3814.0, 11, 'r']"
1227,"[2014.0, 1395.0, 9, 'r']"
1228,"[1958.0, 1389.0, 12, 'r']"
1229,"[2360, 1604, 25, 'r']"
1231,"[2385.0, 1560.0, 5, 'r']"
1232,"[2214.0, 1772.0, 10, 'r']"
1233,"[2332.0, 1588.0, 13, 'r']"
1235,"[1862.0, 1962.0, 11, 'r']"
1236,"[2383.0, 1562.0, 8, 'r']"
1237,"[2014.0, 1871.0, 11, 'r']"
1238,"[2213.0, 1770.0, 10, 'r']"
1239,"[2237.0, 1600.0, 10, 'r']"
1240,"[2214.0, 1771.0, 15, 'r']"
1241,"[2377.0, 1571.0, 6, 'r']"
1242,"[1569.0, 2006.0, 9, 'r']"
1243,"[2266.0, 1827.0, 6, 'r']"
1244,"[2215.0, 1773.0, 12, 'r']"
1245,"[2015.0, 1388.0, 8, 'r']"
1246,"[1536.0, 1994.0, 11, 'r']"
1247,"[1529.0, 1994.0, 7, 'r']"
1248,"[2126.0, 1640.0, 11, 'r']"
1249,"[2008.0, 2023.0, 13, 'r']"
1250,"[1931.0, 1864.0, 13, 'r']"
1251,"[2215.0, 1770.0, 22, 'r']"
1252,"[1973.0, 1386.0, 11, 'r']"
1253,"[1528.0, 2003.0, 8, 'r']"
1254,"[2063.0, 1484.0, 12, 'r']"
1255,"[1915.0, 1891.0, 9, 'r']"
1256,"[2025.0, 2000.0, 10, 'r']"
1257,"[2017.0, 1387.0, 8, 'r']"
1260,"[1995.0, 1399.0, 13, 'r']"
1261,"[1919.0, 1421.0, 8, 'r']"
1262,"[1975.0, 1387.0, 10, 'r']"
1263,"[2214.0, 1770.0, 13, 'r']"
1264,"[2216.0, 1773.0, 15, 'r']"
1265,"[2009.0, 1580.0, 11, 'r']"
1268,"[2027.0, 1574.0, 12, 'r']"
1270,"[1532, 1942, 30, 'e']"
1273,"[2213.0, 1770.0, 12, 'r']"
1274,"[1926.0, 1797.0, 9, 'r']"
1276,"[1916.0, 1973.0, 16, 'r']"
1278,"[1553.0, 1900.0, 6, 'r']"
1279,"[2004, 2002, 9, 'e']"
1280,"[1907.0, 1840.0, 11, 'r']"
1281,"[2387, 1571, 10, 'r']"
1282,"[2009.0, 1580.0, 13, 'r']"
1285,"[2367.0, 1596.0, 10, 'r']"
1286,"[2162.0, 1777.0, 11, 'r']"
1287,"[2144, 1536, 10, 'e']"
1288,"[2004.0, 2023.0, 12, 'r']"
1290,"[2254.0, 1831.0, 6, 'r']"
1291,"[2217.0, 1771.0, 9, 'r']"
1292,"[2347.0, 1664.0, 11, 'r']"
1293,"[2238.0, 1600.0, 11, 'r']"
1295,"[1538.0, 1984.0, 11, 'r']"
1296,"[2013.0, 2004.0, 5, 'r']"
1297,"[2399.0, 1558.0, 44, 'r']"
1298,"[2344, 1663, 13, 'e']"
1299,"[1920, 2006, 14, 'e']"
1301,"[2214.0, 1770.0, 16, 'r']"
1302,"[2269.0, 1832.0, 6, 'r']"
1303,"[2015.0, 1675.0, 8, 'r']"
1305,"[2007.0, 1579.0, 10, 'r']"
1308,"[2037.0, 1589.0, 12, 'r']"
1309,"[2267.0, 1833.0, 6, 'r']"
1310,"[2213.0, 1769.0, 14, 'r']"
1313,"[2358.0, 1672.0, 14, 'r']"
1314,"[2165.0, 1904.0, 13, 'r']"
1315,"[2213.0, 1563.0, 13, 'r']"
1316,"[2213.0, 1564.0, 13, 'r']"
1327,"[1924.0, 2008.0, 12, 'r']"
1328,"[1924.0, 2007.0, 12, 'r']"
1329,"[2163.0, 1786.0, 12, 'r']"
1330,"[2165.0, 1788.0, 11, 'r']"
1331,"[2164.0, 1787.0, 11, 'r']"
1339,"[1988.0, 2121.0, 20, 'r']"
1340,"[2010.0, 2281.0, 19, 'r']"
1344,"[2017.0, 2470.0, 19, 'r']"
1345,"[2139.0, 2187.0, 8, 'r']"
1348,"[1999.0, 2345.0, 24, 'r']"
1349,"[2226.0, 2301.0, 20, 'r']"
1351,"[2221.0, 2183.0, 20, 'r']"
1352,"[2119.0, 2381.0, 16, 'r']"
1353,"[2219, 2060, 8, 'e']"
1354,"[2009.0, 2276.0, 18, 'r']"
1355,"[2119.0, 2380.0, 14, 'r']"
1360,"[2487.0, 2852.0, 22, 'r']"
1361,"[2057.0, 2833.0, 26, 'r']"
1363,"[2095, 2423, 71, 'e']"
1365,"[2429.0, 2859.0, 15, 'r']"
1367,"[2100.0, 2454.0, 5, 'r']"
1368,"[2399.0, 2863.0, 10, 'r']"
1369,"[2102.0, 2452.0, 7, 'r']"
1371,"[2100.0, 2454.0, 5, 'r']"
1373,"[2061.0, 2459.0, 41, 'r']"
1374,"[2101.0, 2453.0, 5, 'r']"
1375,"[2029.0, 2831.0, 15, 'r']"
1376,"[2117.0, 2437.0, 15, 'r']"
1377,"[2585, 3049, 16, 'e']"
1378,"[2441, 2993, 13, 'e']"
1380,"[2565.0, 3054.0, 12, 'r']"
1381,"[2518.0, 3063.0, 19, 'r']"
1384,"[2102.0, 2451.0, 7, 'r']"
1385,"[2399.0, 2864.0, 11, 'r']"
1386,"[2668.0, 3070.0, 13, 'r']"
1388,"[2398.0, 2864.0, 11, 'r']"
1389,"[2097.0, 2458.0, 8, 'r']"
1390,"[2071, 2428, 9, 'r']"
1391,"[2414.0, 3079.0, 10, 'r']"
1393,"[2056.0, 2408.0, 24, 'r']"
1394,"[2695, 3072, 20, 'e']"
1395,"[2520.0, 3064.0, 15, 'r']"
1396,"[2062.0, 2459.0, 37, 'r']"
1398,"[2095.0, 2405.0, 16, 'r']"
1400,"[2117.0, 2436.0, 22, 'r']"
1401,"[2357.0, 2644.0, 5, 'r']"
1402,"[2584, 3051, 17, 'e']"
1403,"[2095.0, 2422.0, 25, 'r']"
1405,"[2368.0, 2957.0, 11, 'r']"
1406,"[2606.0, 3035.0, 11, 'r']"
1407,"[2254.0, 2833.0, 12, 'r']"
1408,"[2100.0, 2454.0, 5, 'r']"
1409,"[2686.0, 3072.0, 18, 'r']"
1412,"[2369.0, 2827.0, 11, 'r']"
1413,"[2242.0, 2629.0, 12, 'r']"
1421,"[2117.0, 2441.0, 5, 'r']"
1425,"[2584.0, 2336.0, 20, 'r']"
1427,"[2586, 2338, 28, 'e']"
1428,"[2517.0, 1948.0, 24, 'r']"
1429,"[2462.0, 1541.0, 17, 'r']"
1430,"[2525.0, 1577.0, 27, 'r']"
1431,"[2586.0, 2318.0, 28, 'r']"
1432,"[2794.0, 2379.0, 44, 'r']"
1433,"[2546.0, 1587.0, 13, 'r']"
1434,"[2790.0, 2273.0, 22, 'r']"
1435,"[2428.0, 1542.0, 6, 'r']"
1437,"[2616.0, 2209.0, 13, 'r']"
1438,"[2595.0, 2305.0, 23, 'r']"
1441,"[2786.0, 2313.0, 23, 'r']"
1442,"[2544.0, 1589.0, 13, 'r']"
1444,"[2626.0, 2063.0, 17, 'r']"
1445,"[2468.0, 1546.0, 23, 'r']"
1446,"[2592.0, 2309.0, 49, 'r']"
1448,"[2463.0, 1544.0, 20, 'r']"
1449,"[2594, 2287, 28, 'e']"
1450,"[2503.0, 1803.0, 14, 'r']"
1451,"[2466.0, 1546.0, 26, 'r']"
1452,"[2526.0, 1577.0, 21, 'r']"
1453,"[2507.0, 1971.0, 21, 'r']"
1455,"[2798.0, 2407.0, 19, 'r']"
1456,"[2798.0, 2407.0, 17, 'r']"
1461,"[2801.0, 2191.0, 22, 'r']"
1462,"[2795.0, 2387.0, 32, 'r']"
1466,"[2041.0, 1110.0, 7, 'r']"
1467,"[1303.0, 1764.0, 8, 'r']"
1468,"[1311.0, 1345.0, 7, 'r']"
1469,"[1299.0, 1377.0, 12, 'r']"
1470,"[2056.0, 1108.0, 9, 'r']"
1471,"[2051.0, 1096.0, 18, 'r']"
1473,"[1658.0, 1217.0, 11, 'r']"
1474,"[1396.0, 1237.0, 11, 'r']"
1477,"[1344.0, 1413.0, 11, 'r']"
1479,"[1558, 1135, 12, 'e']"
1480,"[1842.0, 1178.0, 7, 'r']"
1481,"[2053.0, 1110.0, 10, 'r']"
1482,"[1368.0, 1278.0, 7, 'r']"
1483,"[1368.0, 1278.0, 9, 'r']"
1484,"[2117.0, 1078.0, 9, 'r']"
1487,"[1303, 1764, 15, 'e']"
1490,"[1396.0, 1238.0, 16, 'r']"
1491,"[2055.0, 1109.0, 8, 'r']"
1492,"[2041.0, 1111.0, 7, 'r']"
1493,"[1467.0, 1238.0, 14, 'r']"
1495,"[2158.0, 1129.0, 22, 'r']"
1497,"[1843.0, 1173.0, 9, 'r']"
1498,"[2116.0, 1080.0, 9, 'r']"
1499,"[2156.0, 1129.0, 10, 'r']"
1500,"[1299.0, 1763.0, 11, 'r']"
1501,"[2073.0, 988.0, 12, 'r']"
1503,"[2101.0, 965.0, 11, 'r']"
1504,"[2114.0, 1122.0, 9, 'r']"
1505,"[1537.0, 1213.0, 10, 'r']"
1506,"[2045, 1100, 17, 'e']"
1507,"[1495.0, 1154.0, 9, 'r']"
1508,"[1473.0, 1337.0, 13, 'r']"
1509,"[1298.0, 1789.0, 11, 'r']"
1513,"[2072, 994, 11, 'e']"
1514,"[1667, 1262, 15, 'e']"
1515,"[1360.0, 1291.0, 11, 'r']"
1516,"[1285, 1485, 15, 'e']"
1517,"[1491.0, 1137.0, 12, 'r']"
1518,"[2049, 1100, 15, 'e']"
1519,"[1296, 1829, 17, 'e']"
1525,"[2153.0, 1127.0, 10, 'r']"
1527,"[1322.0, 1395.0, 10, 'r']"
1528,"[1307, 1770, 13, 'e']"
1529,"[1847.0, 1171.0, 5, 'r']"
1530,"[2048.0, 1123.0, 13, 'r']"
1531,"[1501.0, 2657.0, 6, 'r']"
1532,"[1502.0, 2657.0, 6, 'r']"
1533,"[1779.0, 2502.0, 17, 'r']"
1534,"[1433.0, 2680.0, 17, 'r']"
1535,"[1615.0, 2485.0, 11, 'r']"
1536,"[1514.0, 2628.0, 6, 'r']"
1538,"[1568.0, 2608.0, 6, 'r']"
1539,"[1701.0, 2715.0, 19, 'r']"
1540,"[1732.0, 2527.0, 13, 'r']"
1541,"[1502.0, 2657.0, 6, 'r']"
1542,"[1777.0, 2501.0, 14, 'r']"
1543,"[1872, 2477, 9, 'e']"
1544,"[1435.0, 2683.0, 5, 'r']"
1545,"[1570.0, 2586.0, 7, 'r']"
1546,"[1572.0, 2579.0, 23, 'r']"
1547,"[1591.0, 2553.0, 6, 'r']"
1549,"[1491.0, 2570.0, 31, 'r']"
1550,"[1838, 2487, 9, 'e']"
1552,"[1455.0, 2672.0, 7, 'r']"
1554,"[1614.0, 2508.0, 5, 'r']"
1556,"[1497.0, 2664.0, 7, 'r']"
1557,"[1876.0, 2475.0, 9, 'r']"
1558,"[1420.0, 2679.0, 25, 'r']"
1560,"[1592.0, 2553.0, 7, 'r']"
1561,"[1633, 2688, 21, 'e']"
1562,"[1828.0, 2489.0, 9, 'r']"
1563,"[1447, 2678, 18, 'e']"
1564,"[1504.0, 2654.0, 6, 'r']"
1565,"[1553.0, 2630.0, 7, 'r']"
1566,"[1750.0, 2601.0, 19, 'r']"
1567,"[1782.0, 2503.0, 15, 'r']"
1568,"[1440.0, 2676.0, 21, 'r']"
1569,"[1521.0, 2621.0, 6, 'r']"
1570,"[1522.0, 2606.0, 5, 'r']"
1571,"[1590.0, 2555.0, 5, 'r']"
1572,"[1611.0, 2662.0, 5, 'r']"
1573,"[1614.0, 2508.0, 6, 'r']"
1576,"[1587.0, 2563.0, 5, 'r']"
1577,"[1627.0, 2695.0, 25, 'r']"
1578,"[1639, 2650, 6, 'e']"
1580,"[1544.0, 2640.0, 5, 'r']"
1582,"[2299.0, 913.0, 17, 'r']"
1583,"[2295.0, 920.0, 18, 'r']"
1584,"[2342.0, 904.0, 16, 'r']"
1585,"[2230.0, 1057.0, 23, 'r']"
1588,"[2721.0, 828.0, 22, 'r']"
1590,"[2692, 951, 17, 'e']"
1591,"[2223.0, 828.0, 22, 'r']"
1592,"[2272.0, 898.0, 14, 'r']"
1594,"[2586.0, 845.0, 28, 'r']"
1596,"[2879, 876, 28, 'e']"
1597,"[2791.0, 1177.0, 16, 'r']"
1598,"[3128.0, 1565.0, 12, 'r']"
1599,"[2590.0, 871.0, 13, 'r']"
1600,"[2239.0, 815.0, 25, 'r']"
1602,"[2688.0, 829.0, 14, 'r']"
1603,"[2258.0, 994.0, 14, 'r']"
1604,"[2729.0, 847.0, 17, 'r']"
1605,"[2885.0, 889.0, 9, 'r']"
1607,"[2792.0, 1176.0, 13, 'r']"
1614,"[2225.0, 829.0, 23, 'r']"
1615,"[2340.0, 902.0, 31, 'r']"
1616,"[2253.0, 996.0, 21, 'r']"
1619,"[2820.0, 850.0, 14, 'r']"
1620,"[2936.0, 933.0, 11, 'r']"
1622,"[3164.0, 1073.0, 26, 'r']"
1623,"[3183.0, 1053.0, 11, 'r']"
1624,"[2561, 921, 24, 'e']"
1625,"[2584.0, 1052.0, 16, 'r']"
1626,"[2600.0, 830.0, 22, 'r']"
1627,"[2600, 837, 22, 'e']"
1628,"[2342.0, 903.0, 14, 'r']"
1630,"[2376.0, 906.0, 24, 'r']"
1634,"[2822, 1338, 18, 'e']"
1635,"[3139.0, 1567.0, 10, 'r']"
1636,"[2605.0, 882.0, 14, 'r']"
1637,"[2601.0, 892.0, 16, 'r']"
1641,"[2416, 855, 22, 'e']"
1642,"[2425, 851, 21, 'e']"
1643,"[2345.0, 918.0, 28, 'r']"
1647,"[2846, 854, 25, 'e']"
1648,"[3038.0, 1051.0, 21, 'r']"
1649,"[2792.0, 1176.0, 14, 'r']"
1650,"[2803.0, 1272.0, 17, 'r']"
1651,"[2815.0, 1327.0, 18, 'r']"
1653,"[2603.0, 896.0, 15, 'r']"
1655,"[2224.0, 828.0, 19, 'r']"
1657,"[2272.0, 897.0, 14, 'r']"
1658,"[2298.0, 917.0, 18, 'r']"
1659,"[2258.0, 995.0, 15, 'r']"
1661,"[2715.0, 823.0, 15, 'r']"
1662,"[2728.0, 844.0, 14, 'r']"
1664,"[2599.0, 920.0, 23, 'r']"
1665,"[2617.0, 952.0, 19, 'r']"
1670,"[1689.0, 1062.0, 21, 'r']"
1671,"[1734.0, 1013.0, 6, 'r']"
1672,"[1759.0, 1022.0, 7, 'r']"
1673,"[1739.0, 1028.0, 7, 'r']"
1675,"[1709.0, 1012.0, 5, 'r']"
1677,"[1645.0, 1059.0, 23, 'r']"
1678,"[1732.0, 1021.0, 7, 'r']"
1679,"[1757.0, 999.0, 5, 'r']"
1680,"[1709.0, 932.0, 15, 'r']"
1681,"[1710.0, 932.0, 19, 'r']"
1682,"[1711.0, 931.0, 31, 'r']"
1683,"[1711.0, 932.0, 10, 'r']"
1684,"[1767.0, 1015.0, 6, 'r']"
1685,"[1658.0, 985.0, 5, 'r']"
1686,"[1773.0, 1048.0, 5, 'r']"
1687,"[1740.0, 1014.0, 5, 'r']"
1688,"[1755.0, 1022.0, 6, 'r']"
1689,"[1734.0, 1036.0, 8, 'r']"
1690,"[1769.0, 1041.0, 5, 'r']"
1691,"[1688.0, 988.0, 6, 'r']"
1693,"[1712.0, 1015.0, 6, 'r']"
1695,"[1756.0, 1016.0, 7, 'r']"
1696,"[1687.0, 963.0, 6, 'r']"
1697,"[1766.0, 1038.0, 6, 'r']"
1698,"[1679.0, 1018.0, 5, 'r']"
1699,"[1733.0, 1033.0, 5, 'r']"
1700,"[1698, 1057, 30, 'e']"
1701,"[1702.0, 1062.0, 31, 'r']"
1702,"[1749.0, 1021.0, 9, 'r']"
1703,"[1684.0, 963.0, 7, 'r']"
1704,"[1766.0, 1034.0, 5, 'r']"
1705,"[1679.0, 994.0, 5, 'r']"
1706,"[1706.0, 1062.0, 27, 'r']"
1707,"[1749.0, 1016.0, 19, 'r']"
1709,"[1710.0, 931.0, 11, 'r']"
1710,"[1743.0, 1020.0, 5, 'r']"
1711,"[1711.0, 931.0, 9, 'r']"
1712,"[1759.0, 1022.0, 8, 'r']"
1713,"[1713.0, 933.0, 17, 'r']"
1714,"[1687.0, 970.0, 36, 'r']"
1715,"[1674.0, 992.0, 5, 'r']"
1716,"[1647.0, 1050.0, 5, 'r']"
1717,"[1761.0, 1024.0, 5, 'r']"
1718,"[1749.0, 1032.0, 5, 'r']"
1719,"[1675.0, 988.0, 5, 'r']"
1721,"[1710.0, 1015.0, 6, 'r']"
1722,"[1645.0, 1058.0, 15, 'r']"
1723,"[1732.0, 1020.0, 5, 'r']"
1724,"[1757.0, 1027.0, 5, 'r']"
1725,"[1741.0, 1030.0, 5, 'r']"
1726,"[1669.0, 981.0, 5, 'r']"
1727,"[1736.0, 1045.0, 5, 'r']"
1728,"[1678.0, 1017.0, 5, 'r']"
1729,"[1717.0, 1004.0, 5, 'r']"
1732,"[1733.0, 2493.0, 16, 'r']"
1733,"[1663.0, 2485.0, 6, 'r']"
1734,"[1692.0, 2375.0, 5, 'r']"
1735,"[1698.0, 2384.0, 7, 'r']"
1736,"[1708.0, 2497.0, 5, 'r']"
1737,"[1658.0, 2440.0, 6, 'r']"
1738,"[1687.0, 2385.0, 5, 'r']"
1739,"[1690.0, 2378.0, 22, 'r']"
1740,"[1692.0, 2351.0, 45, 'r']"
1742,"[1736.0, 2493.0, 26, 'r']"
1743,"[1636.0, 2496.0, 5, 'r']"
1745,"[1689.0, 2385.0, 8, 'r']"
1746,"[1691.0, 2375.0, 6, 'r']"
1747,"[1692.0, 2375.0, 8, 'r']"
1748,"[1699.0, 2510.0, 9, 'r']"
1749,"[1703.0, 2380.0, 5, 'r']"
1750,"[1661.0, 2442.0, 11, 'r']"
1751,"[1669.0, 2431.0, 7, 'r']"
1752,"[1699.0, 2371.0, 5, 'r']"
1753,"[1703.0, 2378.0, 7, 'r']"
1754,"[1706.0, 2360.0, 7, 'r']"
1756,"[1662.0, 2446.0, 6, 'r']"
1757,"[1687.0, 2386.0, 5, 'r']"
1758,"[1690.0, 2387.0, 5, 'r']"
1759,"[1741.0, 2511.0, 11, 'r']"
1762,"[1701.0, 2381.0, 12, 'r']"
1763,"[1740.0, 2492.0, 5, 'r']"
1765,"[1690.0, 2387.0, 5, 'r']"
1766,"[1693.0, 2381.0, 5, 'r']"
1767,"[1635.0, 2520.0, 8, 'r']"
1768,"[1739.0, 2515.0, 6, 'r']"
1769,"[1709.0, 2363.0, 7, 'r']"
1770,"[1639.0, 2495.0, 6, 'r']"
1772,"[1640.0, 2495.0, 5, 'r']"
1773,"[1692.0, 2351.0, 32, 'r']"
1774,"[1697.0, 2378.0, 9, 'r']"
1776,"[870.0, 2324.0, 13, 'r']"
1777,"[578.0, 2320.0, 15, 'r']"
1782,"[932.0, 690.0, 11, 'r']"
1783,"[935.0, 696.0, 12, 'r']"
1784,"[1185.0, 778.0, 15, 'r']"
1785,"[1051.0, 864.0, 14, 'r']"
1786,"[1287.0, 908.0, 10, 'r']"
1789,"[1188.0, 806.0, 11, 'r']"
1790,"[931, 687, 19, 'e']"
1794,"[1249.0, 967.0, 20, 'r']"
1797,"[1005.0, 874.0, 14, 'r']"
1801,"[936.0, 698.0, 12, 'r']"
1803,"[1050.0, 864.0, 12, 'r']"
1804,"[1404.0, 909.0, 7, 'r']"
1805,"[913.0, 921.0, 12, 'r']"
1806,"[1188, 778, 14, 'e']"
1809,"[931.0, 693.0, 12, 'r']"
1810,"[1508, 485, 21, 'e']"
1811,"[1385.0, 911.0, 13, 'r']"
1812,"[1360.0, 589.0, 16, 'r']"
1813,"[1114, 1070, 18, 'e']"
1814,"[1428.0, 896.0, 13, 'r']"
1816,"[933.0, 688.0, 16, 'r']"
1817,"[1406, 613, 13, 'e']"
1818,"[929.0, 697.0, 13, 'r']"
1821,"[1419, 615, 7, 'e']"
1822,"[931, 696, 10, 'e']"
1823,"[1187, 777, 20, 'e']"
1824,"[1259.0, 751.0, 13, 'r']"
1825,"[989.0, 656.0, 6, 'r']"
1826,"[929.0, 695.0, 18, 'r']"
1827,"[1333.0, 489.0, 18, 'r']"
1828,"[1285.0, 907.0, 10, 'r']"
1830,"[1508.0, 477.0, 4, 'r']"
1831,"[1423, 906, 15, 'e']"
1837,"[837.0, 736.0, 15, 'r']"
1838,"[835, 784, 8, 'e']"
1839,"[1263.0, 562.0, 15, 'r']"
1840,"[1086.0, 905.0, 15, 'r']"
1841,"[1005, 872, 16, 'e']"
1843,"[929.0, 954.0, 18, 'r']"
1844,"[836, 783, 11, 'e']"
1845,"[1506.0, 483.0, 14, 'r']"
1846,"[1182.0, 775.0, 13, 'r']"
1847,"[922.0, 669.0, 6, 'r']"
1849,"[993.0, 877.0, 21, 'r']"
1850,"[805, 726, 5, 'e']"
1851,"[935, 697, 23, 'e']"
1853,"[1502.0, 482.0, 13, 'r']"
1855,"[919.0, 1125.0, 14, 'r']"
1856,"[1069.0, 980.0, 12, 'r']"
1857,"[1384.0, 911.0, 21, 'r']"
1858,"[936.0, 696.0, 13, 'r']"
1859,"[1108.0, 1067.0, 10, 'r']"
1860,"[1232.0, 567.0, 15, 'r']"
1862,"[933.0, 691.0, 16, 'r']"
1864,"[996.0, 876.0, 20, 'r']"
1866,"[1326.0, 791.0, 12, 'r']"
1868,"[928.0, 687.0, 15, 'r']"
1869,"[805.0, 1086.0, 44, 'r']"
1871,"[676.0, 999.0, 5, 'r']"
1872,"[817.0, 1057.0, 17, 'r']"
1873,"[806.0, 1085.0, 15, 'r']"
1874,"[778.0, 874.0, 14, 'r']"
1875,"[807.0, 877.0, 5, 'r']"
1877,"[672.0, 1007.0, 7, 'r']"
1878,"[662.0, 956.0, 43, 'r']"
1882,"[685.0, 984.0, 10, 'r']"
1883,"[768.0, 878.0, 5, 'r']"
1884,"[655.0, 958.0, 8, 'r']"
1887,"[234.0, 1515.0, 10, 'r']"
1888,"[234.0, 1514.0, 16, 'r']"
1889,"[235.0, 1516.0, 17, 'r']"
1891,"[242.0, 1490.0, 26, 'r']"
1894,"[106.0, 1279.0, 15, 'r']"
1895,"[586.0, 1081.0, 15, 'r']"
1896,"[725.0, 1376.0, 28, 'r']"
1897,"[461.0, 1232.0, 11, 'r']"
1899,"[461.0, 1233.0, 9, 'r']"
1900,"[526.0, 1295.0, 14, 'r']"
1902,"[531, 1086, 12, 'e']"
1903,"[878, 1012, 14, 'e']"
1905,"[233.0, 1515.0, 9, 'r']"
1906,"[595.0, 1240.0, 12, 'r']"
1907,"[596.0, 1241.0, 12, 'r']"
1908,"[105.0, 1281.0, 13, 'r']"
1909,"[213.0, 1084.0, 15, 'r']"
1911,"[216, 1083, 9, 'e']"
1915,"[453.0, 1225.0, 10, 'r']"
1916,"[461.0, 1231.0, 14, 'r']"
1917,"[265.0, 1449.0, 11, 'r']"
1923,"[505, 1250, 10, 'e']"
1925,"[588.0, 1080.0, 15, 'r']"
1926,"[454.0, 1226.0, 9, 'r']"
1928,"[240, 1491, 19, 'e']"
1931,"[219, 1082, 21, 'r']"
1934,"[627.0, 2280.0, 17, 'r']"
1935,"[374.0, 1649.0, 13, 'r']"
1936,"[625.0, 2281.0, 21, 'r']"
1938,"[490.0, 1675.0, 10, 'r']"
1939,"[717.0, 1818.0, 24, 'r']"
1941,"[717.0, 1817.0, 35, 'r']"
1942,"[690.0, 1985.0, 18, 'r']"
1943,"[829.0, 2283.0, 28, 'r']"
1945,"[756.0, 2202.0, 20, 'r']"
1947,"[717.0, 1816.0, 18, 'r']"
1948,"[752.0, 2201.0, 9, 'r']"
1949,"[385.0, 1706.0, 18, 'r']"
1950,"[756.0, 2207.0, 6, 'r']"
1951,"[624.0, 2280.0, 13, 'r']"
1953,"[527.0, 1660.0, 23, 'r']"
1954,"[624.0, 2281.0, 14, 'r']"
1955,"[586.0, 1820.0, 11, 'r']"
1956,"[724.0, 1831.0, 5, 'r']"
1957,"[743.0, 1924.0, 12, 'r']"
1958,"[499.0, 1743.0, 10, 'r']"
1959,"[599.0, 1694.0, 11, 'r']"
1960,"[727.0, 2218.0, 17, 'r']"
1961,"[330.0, 1768.0, 6, 'r']"
1962,"[633.0, 1870.0, 11, 'r']"
1963,"[593.0, 2297.0, 16, 'r']"
1964,"[733.0, 2017.0, 7, 'r']"
1966,"[385.0, 1708.0, 22, 'r']"
1967,"[736.0, 2016.0, 7, 'r']"
1969,"[714, 2073, 18, 'e']"
1975,"[525.0, 1628.0, 9, 'r']"
1976,"[761.0, 1818.0, 27, 'r']"
1977,"[679.0, 2024.0, 14, 'r']"
1978,"[635.0, 1866.0, 12, 'r']"
1981,"[330.0, 1773.0, 25, 'r']"
1982,"[330.0, 1772.0, 12, 'r']"
1984,"[724.0, 2124.0, 13, 'r']"
1985,"[462.0, 1527.0, 9, 'r']"
1986,"[519, 1574, 15, 'e']"
1987,"[462.0, 1528.0, 10, 'r']"
1988,"[484.0, 1816.0, 19, 'r']"
1991,"[462.0, 1527.0, 9, 'r']"
1992,"[628.0, 2280.0, 17, 'r']"
1993,"[762.0, 1820.0, 41, 'r']"
