total polygons,1531
921,"[1240.0, 1718.0, 9, 'r']"
922,"[1273.0, 1883.0, 11, 'r']"
923,"[1295.0, 1663.0, 7, 'r']"
924,"[924.0, 1693.0, 11, 'r']"
926,"[924.0, 1695.0, 5, 'r']"
927,"[884.0, 1680.0, 6, 'r']"
928,"[926.0, 1690.0, 7, 'r']"
930,"[1015.0, 1744.0, 7, 'r']"
931,"[926.0, 1693.0, 7, 'r']"
932,"[1274.0, 1914.0, 8, 'r']"
934,"[1307, 1656, 15, 'e']"
935,"[925.0, 1692.0, 10, 'r']"
936,"[1156.0, 1885.0, 9, 'r']"
938,"[924.0, 1694.0, 9, 'r']"
939,"[1159.0, 1886.0, 9, 'r']"
940,"[936.0, 1694.0, 7, 'r']"
941,"[926.0, 1692.0, 7, 'r']"
943,"[926, 1695, 7, 'e']"
944,"[1168.0, 1873.0, 7, 'r']"
945,"[1154.0, 1883.0, 9, 'r']"
946,"[1358.0, 1887.0, 9, 'r']"
947,"[1164.0, 1872.0, 7, 'r']"
950,"[923.0, 1694.0, 7, 'r']"
951,"[1334.0, 1795.0, 28, 'r']"
952,"[1167.0, 1873.0, 7, 'r']"
953,"[1160.0, 1870.0, 9, 'r']"
954,"[925.0, 1692.0, 15, 'r']"
956,"[1357.0, 1886.0, 9, 'r']"
957,"[926.0, 1700.0, 10, 'r']"
958,"[929.0, 1687.0, 7, 'r']"
959,"[929.0, 1649.0, 11, 'r']"
961,"[1158.0, 1814.0, 15, 'r']"
964,"[926.0, 1694.0, 7, 'r']"
965,"[924.0, 1694.0, 7, 'r']"
967,"[924.0, 1691.0, 8, 'r']"
968,"[886, 1681, 22, 'e']"
971,"[1208.0, 1884.0, 35, 'r']"
972,"[1161.0, 1892.0, 35, 'r']"
973,"[1132.0, 1799.0, 9, 'r']"
974,"[922.0, 1700.0, 9, 'r']"
975,"[1265.0, 1639.0, 6, 'r']"
976,"[1049.0, 1782.0, 6, 'r']"
977,"[1158.0, 1886.0, 8, 'r']"
979,"[934.0, 1685.0, 7, 'r']"
980,"[921.0, 1700.0, 6, 'r']"
981,"[927, 1694, 14, 'e']"
982,"[1164.0, 1872.0, 7, 'r']"
984,"[1371.0, 1669.0, 14, 'r']"
985,"[1156.0, 1885.0, 9, 'r']"
986,"[1158.0, 1780.0, 10, 'r']"
987,"[925.0, 1690.0, 7, 'r']"
988,"[1163.0, 1871.0, 22, 'r']"
989,"[1162.0, 1871.0, 7, 'r']"
990,"[1151, 1745, 10, 'e']"
991,"[1165.0, 1872.0, 7, 'r']"
992,"[1157.0, 1885.0, 9, 'r']"
993,"[1040.0, 1646.0, 7, 'r']"
994,"[1206.0, 1881.0, 26, 'r']"
995,"[1238, 1717, 25, 'e']"
996,"[1237.0, 1715.0, 10, 'r']"
997,"[911.0, 1633.0, 31, 'r']"
999,"[925.0, 1690.0, 10, 'r']"
1000,"[1312.0, 1648.0, 7, 'r']"
1001,"[934.0, 1685.0, 7, 'r']"
1002,"[924, 1694, 9, 'e']"
1003,"[1370, 1913, 7, 'e']"
1004,"[1162.0, 1871.0, 7, 'r']"
1005,"[939.0, 1688.0, 9, 'r']"
1006,"[1167.0, 1873.0, 7, 'r']"
1007,"[927, 1683, 10, 'e']"
1010,"[924.0, 1695.0, 13, 'r']"
1011,"[1340.0, 1662.0, 5, 'r']"
1012,"[1341.0, 1658.0, 11, 'r']"
1013,"[1251.0, 1715.0, 21, 'r']"
1014,"[1316.0, 1778.0, 12, 'r']"
1015,"[1047.0, 1683.0, 15, 'r']"
1016,"[1168.0, 1891.0, 5, 'r']"
1018,"[1325.0, 1831.0, 6, 'r']"
1019,"[1348.0, 1833.0, 6, 'r']"
1020,"[1689.0, 1917.0, 11, 'r']"
1021,"[1671.0, 1901.0, 15, 'r']"
1022,"[1365.0, 1851.0, 5, 'r']"
1023,"[1358.0, 1860.0, 5, 'r']"
1025,"[1602.0, 1861.0, 10, 'r']"
1027,"[1564.0, 1923.0, 7, 'r']"
1028,"[1629.0, 1929.0, 18, 'r']"
1029,"[1665.0, 1903.0, 9, 'r']"
1031,"[1666.0, 1901.0, 23, 'r']"
1033,"[1681.0, 1919.0, 6, 'r']"
1034,"[1684.0, 1916.0, 9, 'r']"
1035,"[1683.0, 1915.0, 24, 'r']"
1036,"[1351.0, 1853.0, 6, 'r']"
1037,"[1349.0, 1852.0, 5, 'r']"
1039,"[1371.0, 1851.0, 6, 'r']"
1040,"[1608.0, 1873.0, 4, 'r']"
1041,"[1537.0, 1875.0, 8, 'r']"
1042,"[1584.0, 1884.0, 5, 'r']"
1043,"[1584.0, 1883.0, 22, 'r']"
1044,"[1659.0, 1894.0, 7, 'r']"
1045,"[1657.0, 1911.0, 7, 'r']"
1046,"[1657.0, 1911.0, 14, 'r']"
1047,"[1658.0, 1911.0, 7, 'r']"
1048,"[1657.0, 1911.0, 10, 'r']"
1049,"[1656.0, 1910.0, 6, 'r']"
1050,"[1655.0, 1910.0, 42, 'r']"
1051,"[1658.0, 1909.0, 11, 'r']"
1052,"[1638.0, 1918.0, 38, 'r']"
1053,"[1642.0, 1914.0, 13, 'r']"
1055,"[1685, 1911, 48, 'e']"
1056,"[1285.0, 1808.0, 9, 'r']"
1057,"[1682.0, 1906.0, 9, 'r']"
1058,"[1682.0, 1905.0, 20, 'r']"
1059,"[1344.0, 1829.0, 7, 'r']"
1060,"[1326.0, 1833.0, 5, 'r']"
1061,"[1688.0, 1910.0, 15, 'r']"
1062,"[1359.0, 1861.0, 6, 'r']"
1063,"[1360.0, 1850.0, 5, 'r']"
1064,"[1398.0, 1848.0, 6, 'r']"
1065,"[1557.0, 1870.0, 10, 'r']"
1066,"[1584.0, 1884.0, 5, 'r']"
1067,"[1665.0, 1894.0, 6, 'r']"
1068,"[1633.0, 1922.0, 17, 'r']"
1069,"[1637.0, 1919.0, 28, 'r']"
1070,"[1658.0, 1905.0, 20, 'r']"
1072,"[1641.0, 1934.0, 7, 'r']"
1076,"[1660.0, 1915.0, 34, 'r']"
1077,"[1670.0, 1901.0, 34, 'r']"
1078,"[1681.0, 1914.0, 14, 'r']"
1079,"[1682.0, 1907.0, 12, 'r']"
1080,"[1285.0, 1808.0, 8, 'r']"
1081,"[1343.0, 1828.0, 5, 'r']"
1082,"[1345.0, 1832.0, 27, 'r']"
1083,"[1352.0, 1853.0, 6, 'r']"
1084,"[1691, 1917, 37, 'e']"
1085,"[1360.0, 1861.0, 5, 'r']"
1086,"[1363.0, 1851.0, 7, 'r']"
1087,"[1360.0, 1850.0, 5, 'r']"
1089,"[1676.0, 1905.0, 15, 'r']"
1090,"[1689.0, 1914.0, 13, 'r']"
1091,"[1391.0, 1856.0, 5, 'r']"
1092,"[1462.0, 1863.0, 13, 'r']"
1093,"[1573.0, 1877.0, 15, 'r']"
1094,"[1566.0, 1876.0, 21, 'r']"
1095,"[1584.0, 1884.0, 10, 'r']"
1096,"[1585.0, 1883.0, 5, 'r']"
1097,"[1618.0, 1932.0, 8, 'r']"
1098,"[1662.0, 1895.0, 5, 'r']"
1100,"[1652.0, 1917.0, 34, 'r']"
1101,"[1657.0, 1911.0, 6, 'r']"
1102,"[1657, 1907, 28, 'e']"
1103,"[1659.0, 1911.0, 8, 'r']"
1104,"[1662.0, 1902.0, 11, 'r']"
1107,"[1275.0, 1798.0, 60, 'r']"
1108,"[1682.0, 1906.0, 8, 'r']"
1109,"[1323.0, 1828.0, 9, 'r']"
1110,"[1355.0, 1857.0, 5, 'r']"
1111,"[1354.0, 1856.0, 5, 'r']"
1112,"[1689.0, 1912.0, 20, 'r']"
1113,"[1687.0, 1910.0, 37, 'r']"
1114,"[1688.0, 1909.0, 14, 'r']"
1115,"[1397.0, 1847.0, 9, 'r']"
1116,"[1371.0, 1851.0, 6, 'r']"
1119,"[1681.0, 1905.0, 10, 'r']"
1120,"[1368.0, 1851.0, 8, 'r']"
1121,"[1605.0, 1865.0, 14, 'r']"
1122,"[1664.0, 1894.0, 11, 'r']"
1124,"[1662.0, 1894.0, 8, 'r']"
1125,"[1643.0, 1917.0, 28, 'r']"
1126,"[1640.0, 1915.0, 11, 'r']"
1127,"[1657.0, 1907.0, 35, 'r']"
1131,"[1661.0, 1902.0, 28, 'r']"
1132,"[1660.0, 1904.0, 13, 'r']"
1133,"[1671.0, 1902.0, 11, 'r']"
1134,"[1680.0, 1918.0, 16, 'r']"
1135,"[1685.0, 1912.0, 19, 'r']"
1136,"[1684, 1912, 20, 'e']"
1138,"[1681.0, 1906.0, 13, 'r']"
1139,"[1681.0, 1906.0, 6, 'r']"
1140,"[1672.0, 1906.0, 11, 'r']"
1141,"[1307.0, 1831.0, 6, 'r']"
1142,"[1327.0, 1834.0, 8, 'r']"
1143,"[1347.0, 1852.0, 5, 'r']"
1145,"[1671.0, 1901.0, 14, 'r']"
1146,"[1366.0, 1851.0, 5, 'r']"
1147,"[1397.0, 1848.0, 7, 'r']"
1148,"[1656.0, 1906.0, 15, 'r']"
1149,"[1642.0, 1934.0, 9, 'r']"
1151,"[1649.0, 1934.0, 5, 'r']"
1157,"[1681.0, 1915.0, 18, 'r']"
1158,"[1682.0, 1913.0, 8, 'r']"
1159,"[1682.0, 1908.0, 11, 'r']"
1161,"[1683.0, 1909.0, 12, 'r']"
1162,"[1683.0, 1909.0, 11, 'r']"
1163,"[1682.0, 1909.0, 6, 'r']"
1164,"[1682.0, 1909.0, 8, 'r']"
1165,"[1682.0, 1908.0, 5, 'r']"
1166,"[1682.0, 1909.0, 6, 'r']"
1167,"[1682.0, 1909.0, 4, 'r']"
1168,"[1678.0, 1914.0, 19, 'r']"
1169,"[1683.0, 1907.0, 8, 'r']"
1170,"[1675.0, 1906.0, 12, 'r']"
1171,"[1673.0, 1907.0, 13, 'r']"
1172,"[1672.0, 1906.0, 12, 'r']"
1173,"[1689.0, 1913.0, 13, 'r']"
1174,"[1689.0, 1912.0, 21, 'r']"
1175,"[1363.0, 1851.0, 5, 'r']"
1176,"[1364.0, 1851.0, 10, 'r']"
1177,"[1397.0, 1847.0, 9, 'r']"
1178,"[1492.0, 1866.0, 7, 'r']"
1179,"[1558.0, 1870.0, 8, 'r']"
1180,"[1614.0, 1889.0, 7, 'r']"
1183,"[1655, 1917, 52, 'r']"
1185,"[1649.0, 1931.0, 27, 'r']"
1189,"[1490.0, 1870.0, 15, 'r']"
1190,"[1660.0, 1904.0, 37, 'r']"
1191,"[1660.0, 1904.0, 6, 'r']"
1192,"[1660.0, 1904.0, 22, 'r']"
1193,"[1671.0, 1902.0, 6, 'r']"
1194,"[1671.0, 1902.0, 8, 'r']"
1196,"[1285.0, 1809.0, 9, 'r']"
1197,"[1672.0, 1906.0, 11, 'r']"
1198,"[1351.0, 1853.0, 6, 'r']"
1199,"[1360.0, 1861.0, 5, 'r']"
1200,"[1365.0, 1851.0, 6, 'r']"
1201,"[1363.0, 1851.0, 5, 'r']"
1204,"[1391.0, 1856.0, 6, 'r']"
1205,"[1462.0, 1861.0, 11, 'r']"
1206,"[1560, 1871, 30, 'e']"
1207,"[1563.0, 1872.0, 5, 'r']"
1208,"[1585.0, 1884.0, 5, 'r']"
1209,"[1584.0, 1883.0, 18, 'r']"
1210,"[1595.0, 1885.0, 10, 'r']"
1211,"[1596.0, 1883.0, 12, 'r']"
1212,"[1649.0, 1881.0, 6, 'r']"
1213,"[1656.0, 1909.0, 45, 'r']"
1214,"[1636.0, 1920.0, 21, 'r']"
1216,"[1642.0, 1914.0, 7, 'r']"
1217,"[1641.0, 1914.0, 8, 'r']"
1222,"[1685.0, 1913.0, 26, 'r']"
1223,"[1685.0, 1915.0, 10, 'r']"
1224,"[1682.0, 1906.0, 18, 'r']"
1225,"[1685.0, 1907.0, 12, 'r']"
1226,"[1685.0, 1907.0, 11, 'r']"
1227,"[1007.0, 697.0, 9, 'r']"
1228,"[979.0, 694.0, 12, 'r']"
1230,"[1108.0, 888.0, 32, 'r']"
1231,"[1192.0, 780.0, 5, 'r']"
1232,"[1107.0, 886.0, 10, 'r']"
1233,"[1166.0, 794.0, 13, 'r']"
1235,"[931.0, 981.0, 11, 'r']"
1236,"[1192.0, 781.0, 8, 'r']"
1237,"[1007.0, 936.0, 11, 'r']"
1238,"[1107.0, 885.0, 10, 'r']"
1239,"[1119.0, 800.0, 10, 'r']"
1240,"[1107.0, 886.0, 15, 'r']"
1241,"[1188.0, 786.0, 6, 'r']"
1242,"[784.0, 1003.0, 9, 'r']"
1243,"[1133.0, 913.0, 6, 'r']"
1244,"[1108.0, 887.0, 12, 'r']"
1245,"[1008.0, 694.0, 8, 'r']"
1246,"[768.0, 997.0, 11, 'r']"
1247,"[764.0, 997.0, 7, 'r']"
1248,"[1063.0, 820.0, 11, 'r']"
1249,"[1005, 1012, 13, 'e']"
1250,"[966.0, 932.0, 13, 'r']"
1251,"[1107.0, 885.0, 22, 'r']"
1252,"[986.0, 693.0, 11, 'r']"
1253,"[764.0, 1002.0, 8, 'r']"
1254,"[1032.0, 742.0, 12, 'r']"
1255,"[957.0, 946.0, 9, 'r']"
1256,"[1013.0, 1000.0, 10, 'r']"
1257,"[1008.0, 694.0, 8, 'r']"
1258,"[1204.0, 816.0, 53, 'r']"
1259,"[1118.0, 801.0, 27, 'r']"
1260,"[997.0, 699.0, 13, 'r']"
1261,"[960.0, 710.0, 8, 'r']"
1262,"[988, 694, 10, 'e']"
1263,"[1107.0, 885.0, 13, 'r']"
1264,"[1108.0, 886.0, 15, 'r']"
1265,"[1005.0, 790.0, 11, 'r']"
1266,"[959, 943, 38, 'e']"
1268,"[1014.0, 787.0, 12, 'r']"
1270,"[766.0, 971.0, 30, 'r']"
1273,"[1107.0, 885.0, 12, 'r']"
1274,"[963.0, 899.0, 9, 'r']"
1276,"[958.0, 986.0, 16, 'r']"
1277,"[965.0, 927.0, 13, 'r']"
1278,"[776.0, 950.0, 6, 'r']"
1279,"[1002.0, 1001.0, 9, 'r']"
1280,"[953.0, 920.0, 11, 'r']"
1281,"[1192.0, 785.0, 10, 'r']"
1282,"[1004.0, 790.0, 13, 'r']"
1284,"[1079.0, 887.0, 29, 'r']"
1285,"[1184, 799, 10, 'e']"
1286,"[1081.0, 889.0, 11, 'r']"
1287,"[1072.0, 768.0, 10, 'r']"
1288,"[1003, 1012, 12, 'e']"
1290,"[1127.0, 915.0, 6, 'r']"
1291,"[1108.0, 886.0, 9, 'r']"
1292,"[1173.0, 832.0, 11, 'r']"
1293,"[1119.0, 800.0, 11, 'r']"
1295,"[769.0, 992.0, 11, 'r']"
1296,"[1007.0, 1002.0, 5, 'r']"
1297,"[1199.0, 779.0, 44, 'r']"
1298,"[1172.0, 831.0, 13, 'r']"
1299,"[960.0, 1002.0, 14, 'r']"
1300,"[1049, 989, 30, 'r']"
1301,"[1107.0, 885.0, 16, 'r']"
1302,"[1135.0, 916.0, 6, 'r']"
1303,"[1007.0, 838.0, 8, 'r']"
1304,"[962.0, 686.0, 12, 'r']"
1305,"[1004.0, 790.0, 10, 'r']"
1307,"[958.0, 944.0, 16, 'r']"
1308,"[1019.0, 794.0, 12, 'r']"
1309,"[1134, 917, 6, 'e']"
1310,"[1107.0, 885.0, 14, 'r']"
1311,"[1049, 745, 46, 'r']"
1313,"[1179.0, 836.0, 14, 'r']"
1314,"[1082.0, 952.0, 13, 'r']"
1315,"[1106.0, 782.0, 13, 'r']"
1316,"[1106.0, 782.0, 13, 'r']"
1323,"[1072.0, 768.0, 18, 'r']"
1327,"[962.0, 1004.0, 12, 'r']"
1328,"[962.0, 1004.0, 12, 'r']"
1329,"[1082.0, 893.0, 12, 'r']"
1330,"[1082.0, 894.0, 11, 'r']"
1331,"[1082.0, 893.0, 11, 'r']"
1332,"[954, 975, 18, 'e']"
1339,"[994.0, 1060.0, 20, 'r']"
1340,"[1005.0, 1140.0, 19, 'r']"
1341,"[1005.0, 1138.0, 28, 'r']"
1344,"[1008.0, 1235.0, 19, 'r']"
1345,"[1070.0, 1093.0, 8, 'r']"
1348,"[999.0, 1173.0, 24, 'r']"
1349,"[1113.0, 1151.0, 20, 'r']"
1350,"[1083.0, 1065.0, 106, 'r']"
1351,"[1110.0, 1092.0, 20, 'r']"
1352,"[1060.0, 1190.0, 16, 'r']"
1353,"[1109.0, 1030.0, 8, 'r']"
1354,"[1005.0, 1138.0, 18, 'r']"
1355,"[1059.0, 1190.0, 14, 'r']"
1360,"[1243.0, 1426.0, 22, 'r']"
1361,"[1029.0, 1416.0, 26, 'r']"
1363,"[1047.0, 1211.0, 71, 'r']"
1364,"[1058.0, 1219.0, 161, 'r']"
1365,"[1214.0, 1430.0, 15, 'r']"
1366,"[1184, 1431, 21, 'e']"
1367,"[1050.0, 1227.0, 5, 'r']"
1368,"[1200.0, 1432.0, 10, 'r']"
1369,"[1051.0, 1226.0, 7, 'r']"
1371,"[1050.0, 1227.0, 5, 'r']"
1372,"[1346.0, 1538.0, 17, 'r']"
1373,"[1031.0, 1230.0, 41, 'r']"
1374,"[1051.0, 1226.0, 5, 'r']"
1375,"[1014.0, 1415.0, 15, 'r']"
1376,"[1059.0, 1218.0, 15, 'r']"
1377,"[1292.0, 1524.0, 16, 'r']"
1378,"[1220.0, 1496.0, 13, 'r']"
1380,"[1283.0, 1527.0, 12, 'r']"
1381,"[1260, 1532, 19, 'e']"
1383,"[1260, 1531, 44, 'e']"
1384,"[1051.0, 1226.0, 7, 'r']"
1385,"[1199.0, 1432.0, 11, 'r']"
1386,"[1334.0, 1535.0, 13, 'r']"
1388,"[1199.0, 1432.0, 11, 'r']"
1389,"[1048.0, 1229.0, 8, 'r']"
1390,"[1036, 1215, 9, 'r']"
1391,"[1207.0, 1539.0, 10, 'r']"
1393,"[1028.0, 1204.0, 24, 'r']"
1394,"[1347.0, 1535.0, 20, 'r']"
1395,"[1260.0, 1532.0, 15, 'r']"
1396,"[1031.0, 1229.0, 37, 'r']"
1397,"[1197.0, 1396.0, 18, 'r']"
1398,"[1048.0, 1202.0, 16, 'r']"
1400,"[1059.0, 1218.0, 22, 'r']"
1401,"[1179.0, 1322.0, 5, 'r']"
1402,"[1292.0, 1525.0, 17, 'r']"
1403,"[1048.0, 1211.0, 25, 'r']"
1405,"[1184.0, 1478.0, 11, 'r']"
1406,"[1303.0, 1517.0, 11, 'r']"
1407,"[1127.0, 1416.0, 12, 'r']"
1408,"[1050.0, 1227.0, 5, 'r']"
1409,"[1343.0, 1536.0, 18, 'r']"
1411,"[1034.0, 1226.0, 164, 'r']"
1412,"[1184.0, 1413.0, 11, 'r']"
1413,"[1121.0, 1315.0, 12, 'r']"
1416,"[1348.0, 1536.0, 18, 'r']"
1421,"[1058.0, 1220.0, 5, 'r']"
1424,"[1300.0, 1120.0, 33, 'r']"
1425,"[1292.0, 1168.0, 20, 'r']"
1427,"[1292.0, 1169.0, 28, 'r']"
1428,"[1259.0, 974.0, 24, 'r']"
1429,"[1231.0, 770.0, 17, 'r']"
1430,"[1262.0, 789.0, 27, 'r']"
1431,"[1293.0, 1159.0, 28, 'r']"
1432,"[1397.0, 1190.0, 44, 'r']"
1433,"[1273.0, 793.0, 13, 'r']"
1434,"[1395.0, 1137.0, 22, 'r']"
1435,"[1214.0, 771.0, 6, 'r']"
1436,"[1394.0, 1178.0, 37, 'r']"
1437,"[1308.0, 1104.0, 13, 'r']"
1438,"[1298.0, 1152.0, 23, 'r']"
1441,"[1393.0, 1156.0, 23, 'r']"
1442,"[1272.0, 794.0, 13, 'r']"
1444,"[1313.0, 1031.0, 17, 'r']"
1445,"[1234.0, 773.0, 23, 'r']"
1446,"[1296.0, 1155.0, 49, 'r']"
1447,"[1295, 1139, 30, 'e']"
1448,"[1232.0, 772.0, 20, 'r']"
1449,"[1297, 1144, 28, 'e']"
1450,"[1252.0, 902.0, 14, 'r']"
1451,"[1233.0, 773.0, 26, 'r']"
1452,"[1263.0, 788.0, 21, 'r']"
1453,"[1253.0, 986.0, 21, 'r']"
1454,"[1206.0, 771.0, 20, 'r']"
1455,"[1399.0, 1204.0, 19, 'r']"
1456,"[1399.0, 1204.0, 17, 'r']"
1457,"[1398.0, 1203.0, 28, 'r']"
1458,"[1295.0, 1155.0, 35, 'r']"
1460,"[1391.0, 1134.0, 35, 'r']"
1461,"[1401, 1096, 22, 'e']"
1462,"[1398, 1196, 32, 'e']"
1466,"[1020.0, 555.0, 7, 'r']"
1467,"[652.0, 882.0, 8, 'r']"
1468,"[656.0, 672.0, 7, 'r']"
1469,"[650, 689, 12, 'e']"
1470,"[1028.0, 554.0, 9, 'r']"
1471,"[1025.0, 548.0, 18, 'r']"
1472,"[1035.0, 498.0, 27, 'r']"
1473,"[829.0, 609.0, 11, 'r']"
1474,"[698.0, 618.0, 11, 'r']"
1475,"[654.0, 672.0, 19, 'r']"
1476,"[965.0, 680.0, 26, 'r']"
1477,"[672.0, 707.0, 11, 'r']"
1478,"[655.0, 672.0, 23, 'r']"
1479,"[779.0, 567.0, 12, 'r']"
1480,"[921.0, 589.0, 7, 'r']"
1481,"[1027.0, 555.0, 10, 'r']"
1482,"[684.0, 639.0, 7, 'r']"
1483,"[684.0, 639.0, 9, 'r']"
1484,"[1058.0, 539.0, 9, 'r']"
1487,"[651.0, 882.0, 15, 'r']"
1490,"[698.0, 619.0, 16, 'r']"
1491,"[1027.0, 554.0, 8, 'r']"
1492,"[1021, 556, 7, 'e']"
1493,"[734.0, 619.0, 14, 'r']"
1494,"[650.0, 876.0, 24, 'r']"
1495,"[1080, 565, 22, 'e']"
1497,"[922, 587, 9, 'e']"
1498,"[1058.0, 540.0, 9, 'r']"
1499,"[1078.0, 565.0, 10, 'r']"
1500,"[650.0, 881.0, 11, 'r']"
1501,"[1036.0, 494.0, 12, 'r']"
1503,"[1051, 483, 11, 'e']"
1504,"[1057.0, 561.0, 9, 'r']"
1505,"[769.0, 606.0, 10, 'r']"
1506,"[1022.0, 550.0, 17, 'r']"
1507,"[748.0, 577.0, 9, 'r']"
1508,"[736.0, 669.0, 13, 'r']"
1509,"[649.0, 895.0, 11, 'r']"
1511,"[1026.0, 543.0, 31, 'r']"
1513,"[1036.0, 497.0, 11, 'r']"
1514,"[833.0, 631.0, 15, 'r']"
1515,"[680.0, 646.0, 11, 'r']"
1516,"[642.0, 742.0, 15, 'r']"
1517,"[746.0, 568.0, 12, 'r']"
1518,"[1024.0, 550.0, 15, 'r']"
1519,"[648.0, 914.0, 17, 'r']"
1521,"[687.0, 683.0, 20, 'r']"
1522,"[1049.0, 486.0, 31, 'r']"
1525,"[1077, 564, 10, 'e']"
1527,"[661.0, 697.0, 10, 'r']"
1528,"[653.0, 885.0, 13, 'r']"
1529,"[924.0, 585.0, 5, 'r']"
1530,"[1024.0, 561.0, 13, 'r']"
1531,"[751.0, 1329.0, 6, 'r']"
1532,"[751.0, 1328.0, 6, 'r']"
1533,"[889.0, 1251.0, 17, 'r']"
1534,"[716.0, 1340.0, 17, 'r']"
1535,"[808.0, 1242.0, 11, 'r']"
1536,"[757.0, 1314.0, 6, 'r']"
1538,"[784.0, 1304.0, 6, 'r']"
1539,"[850.0, 1358.0, 19, 'r']"
1540,"[867, 1264, 13, 'e']"
1541,"[751.0, 1329.0, 6, 'r']"
1542,"[888.0, 1250.0, 14, 'r']"
1543,"[936.0, 1238.0, 9, 'r']"
1544,"[718.0, 1341.0, 5, 'r']"
1545,"[785.0, 1293.0, 7, 'r']"
1546,"[786.0, 1290.0, 23, 'r']"
1547,"[795.0, 1277.0, 6, 'r']"
1548,"[897.0, 1287.0, 5, 'r']"
1549,"[746.0, 1285.0, 31, 'r']"
1550,"[919.0, 1243.0, 9, 'r']"
1552,"[728.0, 1336.0, 7, 'r']"
1553,"[841, 1175, 31, 'e']"
1554,"[807.0, 1254.0, 5, 'r']"
1556,"[748.0, 1332.0, 7, 'r']"
1557,"[938.0, 1238.0, 9, 'r']"
1558,"[710.0, 1340.0, 25, 'r']"
1559,"[825, 1175, 15, 'e']"
1560,"[796.0, 1276.0, 7, 'r']"
1561,"[816.0, 1344.0, 21, 'r']"
1562,"[914.0, 1244.0, 9, 'r']"
1563,"[723.0, 1339.0, 18, 'r']"
1564,"[752.0, 1327.0, 6, 'r']"
1565,"[776.0, 1315.0, 7, 'r']"
1566,"[875.0, 1300.0, 19, 'r']"
1567,"[891.0, 1251.0, 15, 'r']"
1568,"[720.0, 1338.0, 21, 'r']"
1569,"[761.0, 1311.0, 6, 'r']"
1570,"[761.0, 1303.0, 5, 'r']"
1571,"[795.0, 1277.0, 5, 'r']"
1572,"[806.0, 1331.0, 5, 'r']"
1573,"[807.0, 1254.0, 6, 'r']"
1574,"[846, 1344, 36, 'e']"
1575,"[847, 1175, 19, 'e']"
1576,"[794.0, 1282.0, 5, 'r']"
1577,"[813.0, 1348.0, 25, 'r']"
1578,"[819.0, 1325.0, 6, 'r']"
1580,"[772.0, 1320.0, 5, 'r']"
1582,"[1149.0, 457.0, 17, 'r']"
1583,"[1148.0, 460.0, 18, 'r']"
1584,"[1171.0, 452.0, 16, 'r']"
1585,"[1115.0, 529.0, 23, 'r']"
1588,"[1360.0, 414.0, 22, 'r']"
1589,"[1415, 407, 58, 'e']"
1590,"[1346.0, 475.0, 17, 'r']"
1591,"[1112.0, 414.0, 22, 'r']"
1592,"[1136.0, 449.0, 14, 'r']"
1593,"[1171.0, 452.0, 60, 'r']"
1594,"[1293.0, 422.0, 28, 'r']"
1596,"[1439.0, 437.0, 28, 'r']"
1597,"[1396.0, 588.0, 16, 'r']"
1598,"[1564.0, 782.0, 12, 'r']"
1599,"[1295.0, 435.0, 13, 'r']"
1600,"[1120.0, 407.0, 25, 'r']"
1602,"[1344.0, 414.0, 14, 'r']"
1603,"[1129.0, 497.0, 14, 'r']"
1604,"[1365.0, 423.0, 17, 'r']"
1605,"[1442.0, 445.0, 9, 'r']"
1606,"[1396, 569, 21, 'e']"
1607,"[1396.0, 588.0, 13, 'r']"
1608,"[1189.0, 442.0, 32, 'r']"
1609,"[1208, 486, 17, 'e']"
1611,"[1370.0, 512.0, 37, 'r']"
1613,"[1620, 553, 27, 'e']"
1614,"[1112.0, 415.0, 23, 'r']"
1615,"[1170.0, 451.0, 31, 'r']"
1616,"[1126.0, 498.0, 21, 'r']"
1619,"[1410.0, 425.0, 14, 'r']"
1620,"[1468.0, 467.0, 11, 'r']"
1621,"[1406, 557, 24, 'e']"
1622,"[1582.0, 537.0, 26, 'r']"
1623,"[1591.0, 527.0, 11, 'r']"
1624,"[1280.0, 460.0, 24, 'r']"
1625,"[1292.0, 526.0, 16, 'r']"
1626,"[1300.0, 415.0, 22, 'r']"
1627,"[1300.0, 418.0, 22, 'r']"
1628,"[1171.0, 452.0, 14, 'r']"
1630,"[1188.0, 453.0, 24, 'r']"
1634,"[1410.0, 668.0, 18, 'r']"
1635,"[1570, 784, 10, 'e']"
1636,"[1303.0, 441.0, 14, 'r']"
1637,"[1300.0, 446.0, 16, 'r']"
1641,"[1208.0, 427.0, 22, 'r']"
1642,"[1212.0, 425.0, 21, 'r']"
1643,"[1172.0, 459.0, 28, 'r']"
1644,"[1218.0, 448.0, 22, 'r']"
1647,"[1422.0, 427.0, 25, 'r']"
1648,"[1519.0, 526.0, 21, 'r']"
1649,"[1396.0, 588.0, 14, 'r']"
1650,"[1402.0, 636.0, 17, 'r']"
1651,"[1407.0, 663.0, 18, 'r']"
1653,"[1302.0, 448.0, 15, 'r']"
1655,"[1112.0, 414.0, 19, 'r']"
1657,"[1136.0, 448.0, 14, 'r']"
1658,"[1149.0, 459.0, 18, 'r']"
1659,"[1129.0, 497.0, 15, 'r']"
1661,"[1357.0, 412.0, 15, 'r']"
1662,"[1364.0, 422.0, 14, 'r']"
1664,"[1299.0, 460.0, 23, 'r']"
1665,"[1308.0, 476.0, 19, 'r']"
